Time,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_x",Rural population (% of total population) [SP.RUR.TOTL.ZS]_x,Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_x,"Stillbirth rate (per 1,000 total births) [SH.DYN.STLB]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_x,GDP at market prices (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]_x","Population, male (% of total) [SP.POP.TOTL.MA.ZS]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_y","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]",Population growth (annual %) [SP.POP.GROW],Number of infant deaths [SH.DTH.IMRT],Number of neonatal deaths [SH.DTH.NMRT],Net migration [SM.POP.NETM],"Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Population, male [SP.POP.TOTL.MA.IN]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, total [SP.POP.TOTL]_y",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS]_y,Rural population growth (annual %) [SP.RUR.TOTL.ZG],Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_y,Urban population growth (annual %) [SP.URB.GROW],Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_y
1996,CAN,22.72,12.4,22.049,1.056,,77.951,628546387972.131,21227.3475315896,29610218.0,49.5048683168001,50.4951316831999,12.4,7.2,1.63,81.15,75.43,78.220243902439,66.074,113.675,5.6,5.1,6.2,4.0,1.04531178311831,2088.0,1458.0,150516.0,14956383.0,50.5108848801655,14653835.0,49.4891151198345,29610218.0,6528757.0,22.049,-0.198676504459259,23081461.0,77.951,1.40000883149644,1.056
1997,CAN,20.555,11.7,21.66,1.054,,78.34,652823920265.781,21829.2334443229,29905948.0,49.509080948403,50.490919051597,11.7,7.2,1.57,81.25,75.71,78.4124390243903,63.241,109.35,5.5,4.9,6.0,3.9,0.993788591465188,1958.0,1360.0,140171.0,15103624.0,50.5037454381712,14802324.0,49.4962545618288,29905948.0,6477628.0,21.66,-0.786217897949744,23428320.0,78.34,1.49158058077513,1.054
1998,CAN,20.158,11.4,21.276,1.051,,78.724,631813279406.808,20952.0694643937,30155173.0,49.5173019002882,50.4826980997118,11.4,7.2,1.56,81.41,75.97,78.6236585365854,62.681,105.573,5.4,4.9,5.9,3.8,0.829909353323744,1856.0,1300.0,126335.0,15229531.0,50.5038744311957,14925642.0,49.4961255688043,30155173.0,6415815.0,21.276,-0.958835798512592,23739358.0,78.724,1.31887988464124,1.051
1999,CAN,19.119,11.1,20.897,1.053,,79.103,676084000807.7,22238.6645356943,30401286.0,49.5269781438245,50.4730218561756,11.1,7.2,1.55,81.61,76.2,78.8390243902439,61.623,104.145,5.3,4.8,5.8,3.7,0.812842623716166,1795.0,1259.0,143541.0,15353410.0,50.5025003801015,15047875.0,49.4974963304008,30401286.0,6352957.0,20.897,-0.98456621782699,24048329.0,79.103,1.29311680380303,1.053
2000,CAN,17.452,10.7,20.522,1.055,3.2,79.478,742295468318.632,24190.2496150045,30685730.0,49.5361915059311,50.4638084940689,10.7,7.1,1.51,81.82,76.64,79.1668292682927,61.046,100.915,5.3,4.8,5.7,3.8,0.931281553452429,1734.0,1216.0,201617.0,15492171.0,50.4865657759969,15193559.0,49.5134342240031,30685730.0,6297326.0,20.522,-0.87952749546395,24388404.0,79.478,1.40422595439655,1.055
2001,CAN,16.495,10.8,20.19,1.054,3.2,79.81,736379777892.562,23738.180723841,31020902.0,49.5442724356342,50.4557275643658,10.8,7.1,1.54,82.0,76.92,79.3980487804878,59.364,99.426,5.3,4.8,5.7,3.8,1.08635096562717,1707.0,1242.0,224357.0,15654835.0,50.4654407737788,15366067.0,49.5345592262212,31020902.0,6263120.0,20.19,-0.544663534438589,24757782.0,79.81,1.50320904037894,1.054
2002,CAN,15.407,10.5,20.112,1.054,3.1,79.888,757950678646.53,24169.2847344718,31360079.0,49.5516266783329,50.4483733216671,10.5,7.1,1.52,82.02,77.16,79.5307317073171,59.492,96.835,5.3,4.8,5.7,3.9,1.08744792718674,1712.0,1260.0,206028.0,15821972.0,50.4525898687578,15538106.0,49.5474069386386,31360079.0,6307139.0,20.112,0.700370293632275,25052940.0,79.888,1.18513220773898,1.054
2003,CAN,14.856,10.6,20.033,1.052,3.0,79.967,892382413817.715,28200.6580773382,31644028.0,49.5587214271727,50.4412785728273,10.6,7.1,1.55,82.23,77.32,79.7151219512195,58.315,96.936,5.3,4.8,5.7,3.9,0.901372739095955,1722.0,1298.0,182430.0,15963984.0,50.4486479050078,15680044.0,49.5513520949922,31644028.0,6339248.0,20.033,0.507798298385495,25304780.0,79.967,1.00021247806731,1.052
2004,CAN,13.945,10.6,19.955,1.054,3.0,80.045,1023196771714.07,32034.3077408421,31940655.0,49.5663558851365,50.4336441148636,10.6,7.1,1.56,82.42,77.68,79.9921951219512,57.049,94.71,5.3,4.8,5.7,4.0,0.933020777495183,1735.0,1309.0,193282.0,16112389.0,50.4447683524409,15828266.0,49.5552316475591,31940655.0,6373758.0,19.955,0.542909910771425,25566897.0,80.045,1.0305118096742,1.054
2005,CAN,13.475,10.7,19.878,1.053,3.0,80.122,1169357979864.66,36266.1871235853,32243753.0,49.5749559457402,50.4250440542598,10.7,7.1,1.58,82.52,77.82,80.1126829268293,57.113,94.342,5.2,4.8,5.6,3.9,0.944466927450734,1742.0,1312.0,204710.0,16263117.0,50.4380412464448,15980635.0,49.5619556494995,32243753.0,6409413.0,19.878,0.557844254173616,25834340.0,80.122,1.04061858829188,1.053
2006,CAN,13.66,11.0,19.787,1.055,3.0,80.213,1315415197461.21,40385.869955477,32571174.0,49.5849094111152,50.4150905888848,11.0,7.0,1.63,82.91,78.29,80.5436585365854,55.878,91.811,5.2,4.8,5.6,3.9,1.01033450270045,1770.0,1335.0,202483.0,16427039.0,50.4342864797769,16144134.0,49.5657104463141,32571174.0,6444858.0,19.787,0.551491248878675,26126316.0,80.213,1.12384675481251,1.055
2007,CAN,14.163,11.3,19.604,1.051,3.1,80.396,1464977190205.75,44543.0410359004,32889025.0,49.5955442314709,50.4044557685291,11.3,7.1,1.67,82.91,78.29,80.5436585365854,55.476,91.755,5.1,4.7,5.5,3.8,0.971135141368055,1827.0,1384.0,210817.0,16588348.0,50.4373364147826,16300676.0,49.5626605422315,32889025.0,6447564.0,19.604,0.0419781487099549,26441461.0,80.396,1.19901884209158,1.051
2008,CAN,14.606,11.5,19.422,1.052,3.1,80.578,1549131208997.19,46594.4509535289,33247118.0,49.6051789871856,50.3948210128144,11.5,7.2,1.7,83.05,78.51,80.7246341463415,55.899,89.926,5.1,4.7,5.5,3.8,1.08290711607014,1871.0,1410.0,237962.0,16769997.0,50.4404543233852,16477121.0,49.5595456766148,33247118.0,6457255.0,19.422,0.150191983656897,26789863.0,80.578,1.30902990520455,1.052
2009,CAN,14.636,11.4,19.242,1.053,3.0,80.758,1371153004986.44,40773.061528975,33628895.0,49.6115891104787,50.3884108895213,11.4,7.1,1.69,83.33,78.91,81.0660975609756,54.782,87.755,5.0,4.6,5.4,3.8,1.14175809912162,1877.0,1415.0,240878.0,16962677.0,50.4407806925284,16666218.0,49.5592193074717,33628895.0,6470872.0,19.242,0.210657043137183,27158023.0,80.758,1.36489394771959,1.053
2010,CAN,13.964,11.2,19.063,1.053,2.9,80.937,1613542812589.39,47450.3184700703,34004889.0,49.6135156455953,50.3864843544046,11.2,7.0,1.65,83.54,79.21,81.3221951219512,52.66,85.399,5.0,4.6,5.3,3.7,1.11186407517168,1854.0,1397.0,227724.0,17152260.0,50.4405711652292,16852629.0,49.5594288347708,34004889.0,6482352.0,19.063,0.177253215195272,27522537.0,80.937,1.33326871439499,1.053
2011,CAN,13.02,11.0,18.904,1.053,2.9,81.096,1789140665202.84,52101.7960864825,34339328.0,49.6102626248308,50.3897373751692,11.0,7.1,1.63,83.68,79.39,81.4826829268293,52.671,82.916,4.9,4.5,5.3,3.7,0.978697786570341,1829.0,1392.0,228828.0,17318413.0,50.4331736731865,17020916.0,49.5668292402667,34339328.0,6491507.0,18.904,0.141129967876975,27847821.0,81.096,1.17495264216968,1.053
2012,CAN,12.556,11.0,18.863,1.057,2.9,81.137,1823966686523.63,52542.3466648232,34714222.0,49.6029082615499,50.3970917384501,11.0,7.1,1.63,83.82,79.61,81.6636585365854,52.44,82.45,4.8,4.5,5.2,3.7,1.08581726304756,1822.0,1396.0,245309.0,17500980.0,50.414437062185,17213242.0,49.585562937815,34714222.0,6548144.0,18.863,0.868694356405575,28166078.0,81.137,1.13636233305053,1.057
2013,CAN,11.665,10.9,18.822,1.054,2.9,81.178,1842018420853.1,52504.655704109,35082954.0,49.5941910445317,50.4058089554683,10.9,7.2,1.61,83.85,79.74,81.7448780487805,50.975,81.208,4.8,4.4,5.1,3.7,1.05659125917789,1806.0,1376.0,242475.0,17680037.0,50.3949484382577,17402916.0,49.6050487097893,35082954.0,6603314.0,18.822,0.838999350897815,28479640.0,81.178,1.1071099946107,1.054
2014,CAN,10.859,10.9,18.782,1.051,2.9,81.218,1801480123070.82,50835.5111782446,35437435.0,49.5876945760216,50.4123054239784,10.9,7.3,1.61,83.91,79.76,81.7843902439025,51.4,81.436,4.7,4.4,5.1,3.6,1.00533757867378,1788.0,1367.0,195649.0,17855282.0,50.3853679159504,17582153.0,49.6146320840496,35437435.0,6655859.0,18.782,0.792587517646634,28781576.0,81.218,1.05460141956621,1.051
2015,CAN,9.685,10.7,18.741,1.051,2.8,81.259,1552899925233.71,43495.0543869902,35702908.0,49.5858734424177,50.4141265575823,10.7,7.4,1.6,83.89,79.84,81.8156097560976,50.736,81.203,4.7,4.4,5.0,3.6,0.746339477969813,1758.0,1323.0,232738.0,17988513.0,50.3838870376758,17714395.0,49.6161129623242,35702908.0,6691082.0,18.741,0.527807559356073,29011826.0,81.259,0.796807975480466,1.051
2016,CAN,8.607,10.6,18.7,1.052,2.8,81.3,1526705529135.32,42279.9008231637,36109487.0,49.5894339715573,50.4105660284427,10.6,7.4,1.59,84.03,79.92,81.9248780487805,51.593,82.791,4.7,4.3,4.9,3.5,1.13234865466606,1721.0,1299.0,320494.0,18192222.0,50.3807270914404,17917265.0,49.6192729085596,36109487.0,6752474.0,18.7,0.913336125759693,29357013.0,81.3,1.18279215486163,1.052
2017,CAN,8.054,10.3,18.65,1.055,2.8,81.35,1646867220617.47,45069.9272544324,36543321.0,49.5974378371218,50.4025621628782,10.3,7.5,1.55,84.02,79.75,81.8329268292683,51.511,85.803,4.6,4.3,4.9,3.5,1.19952071057872,1712.0,1299.0,361274.0,18406915.0,50.3674802242404,18138320.0,49.632517040107,36545236.0,6815687.0,18.65,0.931791085964183,29729549.0,81.35,1.26100055193218,1.055
2018,CAN,7.094,10.1,18.589,1.052,2.8,81.411,1713341704877.01,46232.9896226967,37057765.0,49.6084700456847,50.3915299543153,10.1,7.7,1.51,83.99,79.8,81.8439024390244,51.046,85.987,4.6,4.3,4.9,3.5,1.41245586917998,1697.0,1275.0,417974.0,18659541.0,50.3426383952976,18405543.0,49.6573616047024,37065084.0,6890028.0,18.589,1.08482817668831,30175056.0,81.411,1.48741557899505,1.052
2019,CAN,6.888,9.9,18.518,1.053,2.8,81.482,,,37375000.0,49.6204836658101,50.3795163341899,9.9,7.6,1.47,84.38,80.18,82.2287804878049,49.747,82.604,4.5,4.2,4.8,3.4,1.43613682316886,1659.0,1251.0,391914.0,18921018.0,50.3202098235026,18680213.0,49.6797928415591,37601230.0,6962996.0,18.518,1.05346926172379,30638234.0,81.482,1.52330833127913,1.053
2020,CAN,6.985,9.5,18.438,1.054,2.8,81.562,,,,,,9.5,8.1,1.41,83.96,79.49,81.6704878048781,53.608,93.763,4.5,4.2,4.8,3.4,1.15279707717736,1645.0,1271.0,195181.0,19136874.0,50.3109383126185,18900330.0,49.6890616873815,38037204.0,7013300.0,18.438,0.719850484317829,31023904.0,81.562,1.25092979813702,1.054
2021,CAN,,9.6,18.347,1.054,2.8,81.653,,,,,,9.6,7.8,1.43,84.671,80.621,82.5966097560976,,,4.4,4.1,4.7,3.4,0.547707006298006,1646.0,1274.0,195181.0,19240835.0,50.3079542996868,19005273.0,49.6920457003132,38246108.0,7017013.0,18.347,0.0529282573621912,31229095.0,81.653,0.659218821186867,1.054
2022,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,248586.0,19397909.0,50.303860473231,19163564.0,49.6961421272566,38561472.0,7036697.0,18.248,,31524775.0,81.752,,
1987,CHL,64.749,22.527,17.115,1.049,,82.885,22255407684.6999,1760.30542338939,12642924.0,49.1040002872755,50.8959997127245,22.527,5.327,2.59,75.288,69.76,72.54,95.722,170.881,18.5,16.6,20.3,9.4,1.57199694987578,5248.0,2705.0,-15430.0,6388742.0,50.2544682580936,6324042.0,49.7455317419064,12712784.0,2175793.0,17.115,0.815294326500412,10536991.0,82.885,1.72896497991636,1.049
1988,CHL,65.193,22.473,16.986,1.049,,83.014,26040229793.0697,2026.83854529303,12847708.0,49.1047355357903,50.8952644642097,22.473,5.459,2.591,75.456,69.467,72.456,93.503,178.135,18.0,16.2,19.8,9.4,1.60436988360225,5187.0,2727.0,-12126.0,6491774.0,50.2521947589595,6426615.0,49.7478052410405,12918389.0,2194318.0,16.986,0.847809630543022,10724071.0,83.014,1.75988225317568,1.049
1989,CHL,67.144,22.39,16.857,1.051,,83.143,29885685142.9107,2288.55494089948,13058758.0,49.1089657990446,50.8910342009554,22.39,5.538,2.589,75.749,69.244,72.467,97.357,194.482,17.2,15.5,18.9,9.1,1.61427036260872,5020.0,2680.0,-8686.0,6597765.0,50.2548287828293,6530854.0,49.7451712171707,13128619.0,2213091.0,16.857,0.851888877654582,10915528.0,83.143,1.76955216137315,1.051
1990,CHL,68.178,22.19,16.729,1.052,,83.271,33113887817.9731,2494.52566886254,13274623.0,49.1158577305846,50.8841422694154,22.19,5.625,2.579,75.96,69.269,72.574,95.141,193.695,16.1,14.5,17.7,8.6,1.61875060800777,4748.0,2542.0,-5253.0,6706184.0,50.2604387602426,6636684.0,49.7395612397575,13342868.0,2232128.0,16.729,0.85652096708184,11110740.0,83.271,1.77258454646204,1.052
1991,CHL,70.748,21.866,16.602,1.05,,83.398,37834793730.3133,2803.56209049973,13495258.0,49.1252443914546,50.8747556085454,21.866,5.313,2.558,76.794,70.376,73.574,88.229,172.911,14.9,13.5,16.3,8.0,1.62856989207288,4411.0,2368.0,-2214.0,6817011.0,50.2657325332023,6744934.0,49.7342674667977,13561945.0,2251554.0,16.602,0.866525393753636,11310391.0,83.398,1.78096526123307,1.05
1992,CHL,70.155,21.048,16.436,1.048,,83.564,45964327558.8836,3350.21384457649,13719819.0,49.1368179956906,50.8631820043094,21.048,5.201,2.478,77.068,71.171,74.135,83.37,157.114,13.7,12.4,15.0,7.5,1.61172337460706,4019.0,2166.0,17.0,6928025.0,50.2675642528963,6854273.0,49.7324430027883,13782297.0,2265258.0,16.436,0.606801525028644,11517039.0,83.564,1.81057302731419,1.048
1993,CHL,70.867,20.503,16.104,1.048,,83.896,49297773130.1185,3535.1735995737,13944937.0,49.1492681141409,50.850731885859,20.503,5.316,2.43,77.21,71.171,74.195,83.181,159.874,12.7,11.5,13.8,7.1,1.55570947046153,3649.0,2026.0,1196.0,7036702.0,50.267952319646,6961685.0,49.7320548240347,13998386.0,2254300.0,16.104,-0.484915625487333,11744086.0,83.896,1.95222037540789,1.048
1994,CHL,70.92,19.918,15.777,1.046,,84.223,57008425295.8256,4024.21693223695,14166340.0,49.1611386591856,50.8388613408143,19.918,5.217,2.377,77.704,71.52,74.614,83.912,163.162,11.8,10.7,12.8,6.8,1.50513351154601,3353.0,1911.0,1931.0,7143824.0,50.2708316298016,7066850.0,49.7291683701983,14210674.0,2242018.0,15.777,-0.546315031426936,11968656.0,84.223,1.89414378305466,1.046
1995,CHL,70.773,19.155,15.455,1.047,,84.545,73447063319.3034,5107.27680233606,14380866.0,49.1713919274948,50.8286080725052,19.155,5.352,2.303,77.812,71.429,74.609,81.995,166.685,11.1,10.1,12.1,6.5,1.44005433972801,3097.0,1804.0,2490.0,7248291.0,50.2767119684568,7168506.0,49.7232949678972,14416796.0,2228116.0,15.455,-0.621996782200214,12188680.0,84.545,1.82164195858053,1.047
1996,CHL,70.067,18.542,15.139,1.05,,84.861,78039572221.6024,5349.80412655622,14587370.0,49.1796703270714,50.8203296729286,18.542,5.337,2.245,78.196,71.641,74.899,78.954,164.419,10.6,9.6,11.6,6.4,1.36875304874354,2899.0,1732.0,2980.0,7349292.0,50.2842909810097,7266190.0,49.7157021769311,14615483.0,2212638.0,15.139,-0.697091650548236,12402845.0,84.861,1.74182296285839,1.05
1997,CHL,68.82,17.847,14.828,1.05,,85.172,84952360922.4679,5745.37379549796,14786220.0,49.1861919879899,50.8138080120101,17.847,5.138,2.177,78.86,72.335,75.596,76.806,157.571,10.3,9.4,11.3,6.3,1.31731727694084,2761.0,1667.0,3536.0,7447971.0,50.2925629988043,7361319.0,49.7074437537143,14809289.0,2195921.0,14.828,-0.758392033509902,12613368.0,85.172,1.68313221476005,1.05
1998,CHL,67.308,17.195,14.523,1.046,,85.477,81577430181.4074,5446.58061279416,14977733.0,49.1911194054963,50.8088805945037,17.195,5.258,2.112,78.72,72.611,75.669,75.064,151.6,10.1,9.2,11.0,6.2,1.25783584862258,2637.0,1603.0,4240.0,7543261.0,50.2993316815079,7453481.0,49.7006683184921,14996742.0,2177977.0,14.523,-0.820508419301088,12818765.0,85.477,1.6152909072599,1.046
1999,CHL,63.882,16.526,14.222,1.046,,85.778,75173794497.0321,4957.77788383624,15162800.0,49.195013507069,50.804986492931,16.526,5.246,2.044,79.09,72.93,76.018,72.798,145.613,9.8,8.8,10.7,6.0,1.19092710984963,2480.0,1511.0,4988.0,7634572.0,50.3055202119605,7541838.0,49.6944797880395,15176410.0,2158389.0,14.222,-0.903435421739809,13018021.0,85.778,1.54245153011499,1.046
2000,CHL,61.305,15.963,13.927,1.045,4.2,86.073,77860932151.8471,5074.90162375009,15342353.0,49.1982323438065,50.8017676561935,15.963,4.959,1.987,79.977,73.714,76.87,68.677,139.528,9.2,8.4,10.1,5.7,1.14904172536735,2288.0,1401.0,5790.0,7724143.0,50.3142530722295,7627655.0,49.6857404138759,15351799.0,2138045.0,13.927,-0.947025000119605,13213754.0,86.073,1.49236285157488,1.045
2001,CHL,59.139,15.658,13.637,1.044,4.1,86.363,70979923960.3742,4574.59442067573,15516113.0,49.2007662744378,50.7992337255622,15.658,5.157,1.961,79.921,73.6,76.773,70.948,142.574,8.7,7.9,9.5,5.4,1.11531304820862,2124.0,1324.0,6720.0,7812408.0,50.3247814445498,7711571.0,49.675224997098,15523978.0,2117005.0,13.637,-0.988950610677082,13406973.0,86.363,1.45166879283817,1.044
2002,CHL,56.22,15.367,13.394,1.045,4.1,86.606,69736811435.1032,4446.25050488693,15684409.0,49.2025490529993,50.7974509470007,15.367,5.035,1.935,80.582,74.252,77.445,66.832,134.721,8.3,7.5,9.1,5.3,1.08792963607244,2014.0,1283.0,7828.0,7899562.0,50.3355913389946,7794228.0,49.6644086610054,15693790.0,2102026.0,13.394,-0.710071243224248,13591764.0,86.606,1.3689076320046,1.045
2003,CHL,51.278,14.802,13.335,1.046,4.0,86.665,75643459839.6008,4772.5628196506,15849652.0,49.2038467224101,50.7961532775899,14.802,5.247,1.873,80.433,74.306,77.387,67.014,133.72,8.1,7.3,8.8,5.3,1.04791320216262,1919.0,1250.0,9266.0,7984277.0,50.3450445396943,7874834.0,49.6549491547824,15859112.0,2114813.0,13.335,0.60647509631808,13744299.0,86.665,1.11600988887849,1.046
2004,CHL,49.294,14.379,13.275,1.048,4.0,86.725,99210392857.6116,6194.85310698418,16014971.0,49.2049314853626,50.7950685146374,14.379,5.293,1.826,80.72,74.479,77.616,64.246,130.285,7.9,7.1,8.7,5.4,0.996674255969576,1833.0,1240.0,11515.0,8065716.0,50.3541835461506,7952250.0,49.6458164538494,16017966.0,2126385.0,13.275,0.545696226223129,13891581.0,86.725,1.06588532302092,1.048
2005,CHL,50.171,14.169,13.217,1.05,4.0,86.783,122964812046.073,7598.52512108889,16182721.0,49.2060571055051,50.7939428944949,14.169,5.301,1.803,81.078,74.912,78.016,62.094,124.597,7.7,7.0,8.5,5.4,0.97751001174206,1775.0,1247.0,14336.0,8146398.0,50.3631614872815,8028913.0,49.6368385127185,16175311.0,2137891.0,13.217,0.539647430094499,14037420.0,86.783,1.04436478447545,1.05
2006,CHL,52.213,14.139,13.158,1.046,3.9,86.842,154788024805.808,9464.55024290607,16354504.0,49.2074998041824,50.7925001958176,14.139,5.352,1.803,80.917,75.512,78.261,66.255,120.54,7.6,6.9,8.3,5.5,0.979795955667856,1752.0,1260.0,17348.0,8227292.0,50.3673465639602,8107283.0,49.6326534360398,16334575.0,2149303.0,13.158,0.53237744565679,14185272.0,86.842,1.04776222341866,1.046
2007,CHL,53.95,14.301,13.1,1.045,3.8,86.9,173605968179.255,10502.3545202737,16530195.0,49.209383479366,50.790616520634,14.301,5.754,1.826,80.549,75.043,77.826,68.538,123.095,7.6,6.8,8.3,5.4,0.980589313160657,1768.0,1277.0,20188.0,8308544.0,50.3684329665392,8186994.0,49.6315670334608,16495538.0,2160915.0,13.1,0.538813957592468,14334623.0,86.9,1.04735564599465,1.045
2008,CHL,55.42,14.459,13.041,1.043,3.7,86.959,179638496278.574,10751.479674217,16708258.0,49.2112671251426,50.7887328748574,14.459,5.557,1.85,81.25,75.674,78.484,64.695,122.373,7.6,6.9,8.2,5.3,1.00084678976019,1801.0,1287.0,22516.0,8392523.0,50.3708678146011,8268938.0,49.6291261835246,16661462.0,2172821.0,13.041,0.549458017465975,14488641.0,86.959,1.06871633922945,1.043
2009,CHL,54.403,14.464,12.983,1.042,3.8,87.017,172389498444.621,10208.9067622861,16886186.0,49.2125633594896,50.7874366405104,14.464,5.612,1.855,81.481,75.941,78.741,64.466,120.125,7.5,6.8,8.2,5.3,1.02694120751704,1819.0,1290.0,24330.0,8479648.0,50.3738063867727,8353799.0,49.6261936132273,16833447.0,2185486.0,12.983,0.5811906159943,14647961.0,87.017,1.0936181774877,1.042
2010,CHL,53.205,14.327,12.926,1.041,3.7,87.074,218537551220.071,12808.034586422,17062536.0,49.213103261175,50.786896738825,14.327,5.962,1.844,81.213,75.734,78.501,64.879,118.544,7.4,6.8,8.0,5.3,1.0090337555584,1804.0,1293.0,26064.0,8566180.0,50.3769606523391,8437983.0,49.623045228574,17004162.0,2197958.0,12.926,0.569051807467802,14806204.0,87.074,1.07451372348701,1.041
2011,CHL,52.145,14.109,12.868,1.043,3.5,87.132,252251992029.442,14637.2402355403,17233576.0,49.2123576848553,50.7876423151447,14.109,5.805,1.823,81.684,76.451,79.11,62.833,113.339,7.3,6.7,7.9,5.3,0.991361115471139,1768.0,1290.0,28128.0,8651769.0,50.3783866059789,8521805.0,49.6216192169213,17173573.0,2209895.0,12.868,0.54162555701368,14963678.0,87.132,1.05795158197495,1.043
2012,CHL,50.989,13.857,12.811,1.041,3.4,87.189,267122320056.702,15351.5513257697,17400347.0,49.2108812237725,50.7891187762275,13.857,6.074,1.798,81.596,76.379,79.023,61.798,112.095,7.2,6.6,7.7,5.3,0.974635115583974,1725.0,1274.0,30925.0,8736586.0,50.3788569229752,8605184.0,49.6211373106011,17341771.0,2221654.0,12.811,0.530696043220657,15120117.0,87.189,1.04003108729206,1.041
2013,CHL,48.368,13.697,12.754,1.041,3.3,87.246,278384345259.474,15842.940805218,17571507.0,49.2104976060397,50.7895023939603,13.697,6.037,1.786,82.034,76.579,79.339,62.354,112.222,7.0,6.4,7.6,5.3,0.964976309009339,1688.0,1258.0,36566.0,8821764.0,50.381506488463,8688160.0,49.6184878004903,17509925.0,2233216.0,12.754,0.519073551429218,15276709.0,87.246,1.03032721430236,1.041
2014,CHL,44.832,13.545,12.697,1.042,3.2,87.303,260541629960.729,14670.9967606057,17758959.0,49.2135776575769,50.7864223424231,13.545,6.12,1.774,82.145,76.736,79.473,59.937,110.522,6.9,6.3,7.5,5.2,1.00681495918115,1656.0,1242.0,52709.0,8911559.0,50.3844890866274,8775549.0,49.6155109133726,17687108.0,2245732.0,12.697,0.558882692010436,15441376.0,87.303,1.07212788370275,1.042
2015,CHL,40.067,13.211,12.64,1.04,3.2,87.36,243919085308.785,13574.1718307156,17969353.0,49.2215747742991,50.7784252257009,13.211,6.121,1.737,82.384,77.035,79.746,61.873,109.658,6.8,6.2,7.4,5.1,1.02942555374852,1613.0,1212.0,55709.0,9004176.0,50.3867572491383,8865948.0,49.6132427508617,17870124.0,2258784.0,12.64,0.579508942898911,15611340.0,87.36,1.09469134550671,1.04
2016,CHL,34.096,12.7,12.578,1.037,3.1,87.422,250339863130.847,13748.0876632921,18209068.0,49.2351175282299,50.7648824717701,12.7,6.107,1.676,82.57,77.496,80.079,59.505,105.435,6.7,6.1,7.2,5.1,1.18906102612278,1546.0,1162.0,126525.0,9111944.0,50.387109977898,8971935.0,49.612890022102,18083879.0,2274590.0,12.578,0.697320099681973,15809289.0,87.422,1.26001054213245,1.037
2017,CHL,27.979,12.13,12.51,1.039,3.0,87.49,277746461078.319,15037.3502805385,18470439.0,49.253046828621,50.746953171379,12.13,6.139,1.598,82.601,78.015,80.35,57.495,102.154,6.5,6.0,7.0,5.0,1.56205545588869,1464.0,1104.0,214697.0,9254199.0,50.3805983446622,9114379.0,49.6194070994177,18368577.0,2297909.0,12.51,1.01997626094478,16070668.0,87.49,1.63980683517514,1.039
2018,CHL,24.292,11.94,12.436,1.04,2.9,87.564,298231133532.749,15923.3587375381,18729160.0,49.2729681609955,50.7270318390045,11.94,6.327,1.564,82.527,77.684,80.133,58.649,107.645,6.3,5.8,6.9,4.8,1.79596279901203,1403.0,1075.0,237358.0,9420150.0,50.371227899441,9281300.0,49.628772100559,18701450.0,2325712.0,12.436,1.20266497270093,16375738.0,87.564,1.8805102183162,1.04
2019,CHL,24.127,11.855,12.357,1.041,2.8,87.643,,,18952000.0,49.2916670953805,50.7083329046195,11.855,6.346,1.545,82.711,77.894,80.326,57.863,105.851,6.1,5.6,6.6,4.7,1.7913919716665,1364.0,1049.0,230162.0,9589082.0,50.364187896889,9450404.0,49.6358173553539,19039485.0,2352709.0,12.357,1.15412014714068,16686776.0,87.643,1.88157002434462,1.041
2020,CHL,24.08,11.834,12.273,1.041,2.7,87.727,,,,,,11.834,7.221,1.537,82.041,76.745,79.377,62.14,112.595,5.9,5.4,6.3,4.5,1.36064363430941,1326.0,1021.0,98439.0,9720358.0,50.3637272241412,9579957.0,49.6362727758588,19300315.0,2368728.0,12.273,0.67856720175027,16931587.0,87.727,1.45643812253223,1.041
