Time,Country Code,Country Name,GDP (current US$),GDP growth (annual %),Number of infant deaths,Number of neonatal deaths,"Mortality rate, neonatal (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Net migration,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)","Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)","Life expectancy at birth, female (years)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)","Fertility rate, total (births per woman)",Sex ratio at birth (male births per female births),Population growth (annual %),"Population, total","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)",Rural population,Rural population growth (annual %),Rural population (% of total population),Urban population growth (annual %),Urban population,Urban population (% of total population),"Healthy life expectancy, total (years)","Healthy life expectancy, male (years)","Healthy life expectancy, female (years)"
1996,NIC,Nicaragua,4308351902.8,6.3,5730.0,2858.0,19.2,80.0,85.0,-35212.0,124.1,162.3,262.1,30.8,5.9,34.2,38.6,42.7,69.0,66.1,63.0,3.6,1.0,1.9,4812391.0,2434983.0,50.6,2377409.0,49.4,2185451.0,1.6,45.4,2.2,2626940.0,54.6,62.3,60.8,63.8
1996,NRU,Nauru,,,12.0,9.0,27.8,53.0,,-205.0,62.2,282.1,439.8,29.5,7.3,35.4,39.5,43.4,64.6,60.5,57.8,3.8,1.1,0.3,10345.0,5016.0,48.5,5329.0,51.5,0.0,,0.0,0.3,10345.0,100.0,,,
1996,NZL,New Zealand,70140835299.0,3.6,394.0,198.0,3.5,88.0,92.0,24974.0,33.3,77.1,122.2,15.3,7.6,6.2,6.9,7.6,79.4,76.8,74.3,2.0,1.1,1.6,3732000.0,1891839.0,50.7,1840162.0,49.3,533676.0,0.6,14.3,1.8,3198324.0,85.7,,,
1996,PAN,Panama,9870494000.0,4.1,1584.0,1078.0,15.8,91.0,90.0,1533.0,89.7,98.9,179.1,24.6,5.0,20.8,23.4,25.8,75.9,72.7,69.6,2.8,1.1,2.0,2771606.0,1377935.0,49.7,1393671.0,50.3,1136968.0,0.0,41.0,3.5,1634638.0,59.0,67.0,65.8,68.5
1996,PER,Peru,55252414130.3,2.8,25905.0,13680.0,21.0,94.0,87.0,-38694.0,77.4,150.0,219.7,26.2,6.2,36.6,39.8,42.9,70.8,68.1,65.7,3.2,1.0,1.9,24907304.0,12489256.0,50.1,12418047.0,49.9,7129218.0,0.4,28.6,2.5,17778086.0,71.4,63.4,63.1,63.8
1996,PLW,Palau,,,10.0,6.0,16.7,98.0,99.0,408.0,48.7,,,20.2,8.2,24.6,27.7,30.6,,,,,1.1,3.0,17732.0,8207.0,46.3,9524.0,53.7,5088.0,3.4,28.7,2.8,12644.0,71.3,,,
1996,PNG,Papua New Guinea,5155311077.4,7.7,9201.0,5291.0,31.9,56.0,24.0,41986.0,76.3,227.7,308.9,34.9,7.6,53.0,56.7,60.3,63.5,61.1,59.3,4.7,1.1,3.6,4785895.0,2273162.0,47.5,2512733.0,52.5,4120608.0,3.8,86.1,2.3,665287.0,13.9,,,
1996,PRY,Paraguay,9788391780.5,1.6,4332.0,2798.0,19.6,72.0,81.0,-8273.0,85.5,155.6,215.2,30.3,5.8,27.5,30.5,33.3,71.7,69.2,66.8,4.0,1.1,2.3,4711655.0,2329234.0,49.4,2382421.0,50.6,2225126.0,1.0,47.2,3.5,2486529.0,52.8,65.2,64.4,66.1
1996,SLB,Solomon Islands,510580417.2,1.6,381.0,187.0,13.2,72.0,90.0,-908.0,83.5,174.4,259.9,36.8,6.1,24.9,27.2,29.3,69.4,66.6,64.4,5.1,1.1,2.9,386069.0,186250.0,48.2,199819.0,51.8,328664.0,2.6,85.1,4.2,57405.0,14.9,,,
1996,SLV,El Salvador,9586327800.0,0.8,5982.0,3193.0,18.1,96.0,94.0,-92279.0,123.4,144.9,331.8,30.1,6.3,30.8,34.0,37.0,71.9,67.1,62.2,3.5,1.0,0.8,5797140.0,2996095.0,51.7,2801044.0,48.3,2593177.0,-2.0,44.7,3.2,3203963.0,55.3,62.4,59.4,65.3
1996,SUR,Suriname,861411471.3,1.0,374.0,216.0,18.3,85.0,87.0,421.0,93.4,197.3,305.3,26.7,6.9,27.8,31.7,35.3,68.8,65.7,62.7,3.0,1.0,2.1,443834.0,222177.0,50.1,221658.0,49.9,150238.0,1.9,33.8,2.2,293596.0,66.2,62.2,60.9,63.5
1996,TON,Tonga,222100576.3,1.8,48.0,24.0,7.9,99.0,95.0,-2116.0,21.8,161.6,288.0,29.8,6.8,13.8,15.9,17.8,72.3,68.3,64.9,4.4,1.1,0.2,100195.0,49200.0,49.1,50995.0,50.9,77253.0,0.2,77.1,0.4,22942.0,22.9,,,
1996,TUV,Tuvalu,12334846.2,-6.0,11.0,7.0,26.2,97.0,94.0,-165.0,33.6,241.7,317.6,29.0,9.9,33.0,37.7,42.0,65.2,63.2,61.0,4.0,1.1,0.3,9611.0,4910.0,51.1,4700.0,48.9,5346.0,-0.4,55.6,1.2,4265.0,44.4,,,
1996,URY,Uruguay,20515543039.2,5.6,979.0,529.0,9.5,91.0,89.0,-7396.0,68.8,90.1,188.0,17.3,9.3,15.2,17.5,19.6,78.5,74.1,69.8,2.4,1.0,0.6,3226633.0,1658822.0,51.4,1567812.0,48.6,295721.0,-2.6,9.2,0.9,2930912.0,90.8,64.9,62.6,67.2
1996,USA,United States,8073122000000.0,3.8,29958.0,19079.0,4.9,95.0,91.0,1771618.0,51.6,87.1,158.0,14.4,8.8,6.9,7.7,8.4,79.1,76.0,73.1,2.0,1.0,1.2,269394000.0,137090110.0,50.9,132303891.0,49.1,60247274.0,-0.5,22.4,1.7,209146726.0,77.6,64.7,63.2,66.1
1996,VEN,Venezuela,70543211119.1,-0.2,12270.0,6928.0,12.1,57.0,64.0,-717.0,94.4,105.9,180.0,25.4,4.8,18.9,21.5,24.0,74.8,72.1,69.5,3.0,1.1,2.1,22572110.0,11255127.0,49.9,11316984.0,50.1,3084253.0,-0.2,13.7,2.5,19487857.0,86.3,64.0,62.1,66.0
1996,VUT,Vanuatu,261370044.5,2.3,152.0,81.0,13.3,67.0,61.0,-937.0,72.6,151.9,224.1,34.6,5.7,23.2,25.2,27.1,71.3,68.6,66.5,4.7,1.1,2.4,174714.0,85511.0,48.9,89203.0,51.1,138961.0,2.0,79.5,3.9,35753.0,20.5,,,
1996,WSM,Samoa,249908970.7,7.2,119.0,59.0,10.2,95.0,96.0,-3003.0,49.4,136.2,228.4,32.5,5.4,18.7,20.7,22.6,72.8,69.6,66.8,4.7,1.1,1.0,176713.0,84399.0,47.8,92314.0,52.2,138515.0,0.9,78.4,1.4,38198.0,21.6,,,
1997,ARG,Argentina,292859000000.0,8.1,14180.0,8262.0,11.5,88.0,93.0,-20588.0,70.4,107.4,187.0,20.0,7.8,17.5,19.8,21.9,76.5,73.1,69.7,2.7,1.1,1.2,35815971.0,18160104.0,50.7,17655867.0,49.3,4095914.0,-0.5,11.4,1.4,31720057.0,88.6,64.4,62.2,66.7
1997,AUS,Australia,435614337142.0,3.9,1366.0,902.0,3.6,77.0,85.0,67260.0,19.0,59.6,104.4,13.6,7.0,4.9,5.4,6.0,81.4,78.5,75.7,1.8,1.1,1.1,18423037.0,9267611.0,50.3,9155427.0,49.7,2830515.0,1.9,15.4,0.9,15592522.0,84.6,,,
1997,BLZ,Belize,868000000.0,3.6,150.0,91.0,13.3,86.0,85.0,2070.0,102.7,158.0,228.3,31.8,5.6,19.8,22.3,24.6,71.4,69.2,67.2,3.9,1.1,3.4,217117.0,107211.0,49.4,109906.0,50.6,117237.0,3.8,54.0,3.0,99880.0,46.0,62.9,61.5,64.5
1997,BOL,Bolivia,7925673467.4,5.0,16189.0,8441.0,33.3,58.0,51.0,-21294.0,91.0,203.3,269.0,31.1,10.3,59.2,64.4,69.3,62.5,60.8,59.0,4.2,1.0,1.8,8137619.0,4038449.0,49.6,4099171.0,50.4,3237796.0,0.5,39.8,2.7,4899823.0,60.2,56.9,56.9,56.9
1997,BRA,Brazil,883206452805.5,3.4,131179.0,76045.0,21.0,79.0,99.0,-20429.0,87.6,132.3,228.1,21.5,6.5,32.3,36.4,40.4,72.0,68.8,65.7,2.5,1.0,1.5,168546707.0,84953439.0,50.4,83593268.0,49.6,35313906.0,-2.0,21.0,2.4,133232801.0,79.0,60.4,58.2,62.7
1997,CAN,Canada,654986999855.6,,1958.0,1360.0,3.9,86.0,96.0,140171.0,20.6,63.2,109.4,11.7,7.2,4.9,5.5,6.0,81.2,78.4,75.7,1.6,1.1,1.0,29905948.0,15103624.0,50.5,14802324.0,49.5,6477628.0,-0.8,21.7,1.5,23428320.0,78.3,68.3,67.0,69.6
1997,CHL,Chile,85728899954.4,7.4,2761.0,1667.0,6.3,90.0,96.0,3536.0,68.8,76.8,157.6,17.8,5.1,9.4,10.3,11.3,78.9,75.6,72.3,2.2,1.0,1.3,14809289.0,7447971.0,50.3,7361319.0,49.7,2195921.0,-0.8,14.8,1.7,12613368.0,85.2,66.0,64.6,67.4
1997,COL,Colombia,106659508271.3,3.4,20626.0,13182.0,14.9,84.0,80.0,-23520.0,92.1,107.3,242.3,23.7,5.5,20.4,23.3,26.1,74.8,70.5,66.4,2.7,1.0,1.8,37291946.0,18747884.0,50.3,18544061.0,49.7,10194872.0,0.2,27.3,2.4,27097074.0,72.7,63.9,61.6,66.3
1997,CRI,Costa Rica,12614602382.2,5.5,1008.0,647.0,8.1,94.0,99.0,17843.0,86.8,65.8,118.3,21.5,4.0,11.1,12.6,14.0,79.7,77.1,74.6,2.6,1.0,2.2,3739421.0,1856202.0,49.6,1883219.0,50.4,1631622.0,0.2,43.6,3.9,2107799.0,56.4,67.3,66.2,68.4
1997,CUB,Cuba,25365908100.0,2.8,1146.0,710.0,4.8,99.0,96.0,-34305.0,54.8,105.2,158.5,13.6,7.3,6.8,7.9,9.0,77.7,75.2,73.0,1.6,1.1,0.3,10998129.0,5459797.0,49.6,5538332.0,50.4,2791545.0,-0.4,25.4,0.6,8206584.0,74.6,66.6,65.8,67.5
1997,ECU,Ecuador,28162053026.5,4.3,9378.0,5531.0,17.2,81.0,77.0,-47259.0,89.7,121.1,202.8,26.8,5.2,25.3,29.3,33.1,74.9,71.7,68.6,3.3,1.0,1.8,11987838.0,5982667.0,49.9,6005171.0,50.1,4940787.0,0.6,41.2,2.7,7047051.0,58.8,64.7,63.6,65.9
1997,FJI,Fiji,2090184941.5,-2.2,410.0,213.0,10.4,86.0,75.0,-6530.0,46.2,195.1,288.7,25.4,6.0,18.6,19.9,21.1,68.8,66.4,64.3,3.2,1.1,1.0,804572.0,396006.0,49.2,408566.0,50.8,428579.0,0.2,53.3,2.0,375993.0,46.7,,,
1997,FSM,Micronesia,206626300.0,-6.1,122.0,78.0,21.5,75.0,74.0,-2735.0,62.4,110.8,201.9,32.4,5.4,28.8,33.8,38.6,72.5,69.2,66.3,4.6,1.1,0.3,111133.0,54809.0,49.3,56325.0,50.7,84584.0,1.1,76.1,-2.1,26549.0,23.9,,,
1997,GTM,Guatemala,17790026221.6,4.4,17854.0,9152.0,23.1,73.0,74.0,-43356.0,110.4,170.7,306.0,36.2,7.0,40.6,45.7,50.5,69.2,65.5,62.1,4.9,1.0,2.4,10788362.0,5421410.0,50.3,5366953.0,49.7,6006636.0,1.8,55.7,3.1,4781726.0,44.3,56.7,54.5,59.0
1997,GUY,Guyana,749138009.6,6.2,828.0,600.0,28.8,88.0,82.0,-13282.0,106.8,226.9,353.3,27.3,7.9,34.1,39.8,45.1,67.0,63.4,60.1,3.1,1.0,0.2,755211.0,379647.0,50.3,375563.0,49.7,536509.0,0.3,71.0,-0.1,218702.0,29.0,55.1,53.2,57.2
1997,HND,Honduras,5737099650.2,4.6,7359.0,4067.0,18.8,95.0,89.0,-13343.0,128.1,156.3,213.4,35.3,5.6,30.5,34.3,38.0,69.9,67.8,65.8,4.5,1.1,2.8,6144112.0,3040522.0,49.5,3103590.0,50.5,3444143.0,1.9,56.1,3.9,2699969.0,43.9,60.8,60.8,60.9
1997,HTI,Haiti,3338938830.0,2.7,21179.0,8315.0,31.6,42.0,52.0,-27515.0,76.0,289.2,341.2,33.2,11.4,74.6,81.8,88.6,58.0,56.5,55.0,4.7,1.0,1.8,7915172.0,3988932.0,50.4,3926240.0,49.6,5240477.0,1.0,66.2,3.6,2674695.0,33.8,49.0,49.3,48.8
1997,KIR,Kiribati,67537479.6,1.7,151.0,83.0,29.9,91.0,82.0,-633.0,45.3,202.4,252.6,32.9,7.6,49.4,54.9,60.0,65.2,63.6,61.9,4.3,1.1,1.8,84308.0,42736.0,50.7,41572.0,49.3,51637.0,-0.4,61.2,5.4,32671.0,38.8,,,
1997,MEX,Mexico,500413483109.2,6.8,64197.0,40648.0,17.1,95.0,91.0,-312542.0,75.3,116.1,211.0,25.5,5.2,24.1,26.9,29.6,75.8,72.4,69.2,2.9,1.0,1.7,93183094.0,47517728.0,51.0,45665366.0,49.0,24293764.0,0.7,26.1,2.1,68889330.0,73.9,63.5,62.5,64.5
1997,MHL,Marshall Islands,110705600.0,-6.4,63.0,34.0,18.0,78.0,52.0,-756.0,113.8,247.6,323.4,36.2,6.4,29.5,33.3,37.0,65.5,63.2,61.3,4.9,1.1,1.6,52358.0,25504.0,48.7,26854.0,51.3,17077.0,0.6,32.6,2.1,35281.0,67.4,,,
1997,NIC,Nicaragua,4389965591.0,4.0,5385.0,2723.0,18.6,80.0,86.0,-36845.0,118.9,158.6,258.1,29.9,5.7,32.5,36.7,40.6,69.5,66.5,63.5,3.5,1.0,1.7,4895962.0,2477859.0,50.6,2418104.0,49.4,2216059.0,1.4,45.3,2.0,2679903.0,54.7,63.0,61.6,64.5
1997,NRU,Nauru,,,12.0,8.0,27.1,50.0,99.0,-208.0,65.0,295.4,460.2,29.2,7.8,34.0,38.0,41.8,63.8,59.6,56.9,3.8,1.1,0.2,10363.0,5022.0,48.5,5340.0,51.5,0.0,,0.0,0.2,10363.0,100.0,,,
1997,NZL,New Zealand,66075143415.5,2.0,380.0,200.0,3.5,86.0,99.0,11761.0,32.9,76.7,119.6,15.2,7.3,5.9,6.7,7.4,80.1,77.3,74.7,2.0,1.1,1.3,3781300.0,1917970.0,50.7,1863331.0,49.3,537663.0,0.7,14.2,1.4,3243637.0,85.8,,,
1997,PAN,Panama,10677286100.0,6.5,1578.0,1070.0,15.5,95.0,92.0,1820.0,92.3,98.1,177.1,24.4,4.9,20.5,23.1,25.4,76.2,73.0,70.0,2.8,1.1,2.0,2827992.0,1406299.0,49.7,1421693.0,50.3,1136655.0,-0.0,40.2,3.4,1691337.0,59.8,66.8,65.6,68.1
1997,PER,Peru,58147522522.5,6.5,23845.0,12763.0,19.8,90.0,91.0,-32467.0,77.3,146.3,215.1,25.5,6.1,33.8,37.0,40.0,71.2,68.6,66.1,3.1,1.0,1.8,25365386.0,12719037.0,50.1,12646350.0,49.9,7153546.0,0.3,28.2,2.4,18211840.0,71.8,63.8,63.4,64.2
1997,PLW,Palau,,,9.0,5.0,16.3,91.0,83.0,415.0,43.2,,,18.3,6.7,24.0,27.1,29.9,,,,,1.1,3.1,18297.0,8419.0,46.0,9879.0,54.0,5294.0,4.0,28.9,2.8,13003.0,71.1,,,
1997,PNG,Papua New Guinea,4936615298.8,-3.9,9364.0,5414.0,31.6,45.0,50.0,42791.0,75.2,225.6,302.8,34.7,7.5,52.2,55.9,59.4,63.7,61.4,59.6,4.7,1.1,3.6,4960439.0,2359852.0,47.6,2600588.0,52.4,4279668.0,3.8,86.3,2.3,680771.0,13.7,,,
1997,PRY,Paraguay,9965225678.1,4.2,4226.0,2739.0,19.2,75.0,61.0,-8707.0,83.5,154.9,215.4,29.5,5.7,26.9,29.8,32.5,71.9,69.3,67.0,3.9,1.1,2.2,4818289.0,2382253.0,49.4,2436036.0,50.6,2244648.0,0.9,46.6,3.4,2573641.0,53.4,65.5,64.7,66.4
1997,SLB,Solomon Islands,526559955.9,-0.9,380.0,188.0,13.1,72.0,68.0,-971.0,81.6,173.1,257.0,36.2,6.0,24.5,26.7,28.8,69.5,66.7,64.6,5.0,1.1,2.8,397050.0,191647.0,48.3,205403.0,51.7,337191.0,2.6,84.9,4.2,59859.0,15.1,,,
1997,SLV,El Salvador,10221705900.0,3.1,5594.0,3012.0,17.4,97.0,98.0,-93078.0,119.7,142.1,321.6,29.4,6.1,29.1,32.2,35.1,72.6,67.9,63.1,3.4,1.1,0.8,5842638.0,3022117.0,51.7,2820521.0,48.3,2539386.0,-2.1,43.5,3.1,3303252.0,56.5,62.4,59.2,65.5
1997,SUR,Suriname,926422500.0,5.7,358.0,209.0,17.8,81.0,79.0,412.0,89.9,200.1,304.5,25.9,7.1,26.8,30.6,34.1,68.7,65.7,62.8,3.0,1.0,2.0,452887.0,226288.0,50.0,226598.0,50.0,152972.0,1.8,33.8,2.1,299915.0,66.2,62.2,60.7,63.8
1997,TON,Tonga,214991452.3,1.2,47.0,23.0,7.7,96.0,97.0,-1567.0,21.7,160.5,284.1,29.3,6.8,13.5,15.6,17.5,72.4,68.5,65.1,4.4,1.1,0.5,100658.0,49430.0,49.1,51228.0,50.9,77580.0,0.4,77.1,0.6,23078.0,22.9,,,
1997,TUV,Tuvalu,12700905.4,10.0,10.0,7.0,25.7,77.0,99.0,-166.0,32.8,242.1,315.5,28.2,9.9,32.1,36.7,41.1,65.3,63.4,61.2,4.0,1.1,0.2,9630.0,4907.0,51.0,4723.0,49.0,5317.0,-0.5,55.2,1.1,4313.0,44.8,,,
1997,URY,Uruguay,23969823010.4,8.5,931.0,498.0,9.0,91.0,92.0,-6937.0,68.2,90.0,186.7,17.1,9.3,14.6,16.8,18.8,78.8,74.3,69.9,2.3,1.1,0.6,3245069.0,1669407.0,51.4,1575662.0,48.6,287286.0,-2.9,8.9,0.9,2957783.0,91.1,65.0,62.7,67.4
1997,USA,United States,8577554457000.0,4.4,29187.0,18799.0,4.8,96.0,91.0,1866819.0,50.2,85.4,149.4,14.2,8.7,6.7,7.5,8.2,79.4,76.4,73.6,2.0,1.0,1.2,272657000.0,138687394.0,50.9,133969607.0,49.1,59962727.0,-0.5,22.0,1.7,212694273.0,78.0,64.9,63.6,66.2
1997,VEN,Venezuela,85843534588.6,6.4,11853.0,6624.0,11.5,60.0,68.0,-825.0,95.0,99.8,175.4,25.0,4.7,18.1,20.7,23.1,75.5,72.7,70.0,3.0,1.1,2.0,23037561.0,11487401.0,49.9,11550159.0,50.1,3075514.0,-0.3,13.4,2.4,19962047.0,86.6,64.6,62.8,66.5
1997,VUT,Vanuatu,272771209.1,4.9,151.0,80.0,13.0,72.0,65.0,-929.0,71.8,151.0,223.2,34.2,5.7,22.9,24.9,26.7,71.4,68.7,66.6,4.6,1.1,2.4,178871.0,87594.0,49.0,91277.0,51.0,141727.0,2.0,79.2,3.8,37144.0,20.8,,,
1997,WSM,Samoa,285475591.9,0.6,116.0,57.0,9.8,96.0,99.0,-2984.0,48.5,133.3,223.7,32.2,5.4,18.1,20.1,21.9,73.1,69.9,67.1,4.7,1.1,1.0,178543.0,85378.0,47.8,93165.0,52.2,139790.0,0.9,78.3,1.4,38753.0,21.7,,,
1998,ARG,Argentina,298948250000.0,3.9,13520.0,7808.0,10.9,84.0,95.0,-20331.0,69.3,105.3,181.2,19.7,7.7,16.7,19.0,21.1,76.8,73.5,70.1,2.7,1.1,1.2,36233195.0,18370060.0,50.7,17863135.0,49.3,4072973.0,-0.6,11.2,1.4,32160222.0,88.8,64.5,62.3,66.7
1998,AUS,Australia,399660855999.5,4.6,1326.0,888.0,3.6,82.0,82.0,72084.0,18.3,58.0,103.7,13.3,6.8,4.7,5.3,5.9,81.5,78.6,75.9,1.8,1.1,1.0,18607584.0,9365746.0,50.3,9241838.0,49.7,2883617.0,1.9,15.5,0.8,15723967.0,84.5,,,
1998,BLZ,Belize,914000000.0,3.9,148.0,90.0,12.9,87.0,84.0,2152.0,101.6,166.9,240.7,31.3,5.9,19.1,21.5,23.7,70.9,68.6,66.5,3.8,1.1,3.5,224907.0,111102.0,49.4,113805.0,50.6,121915.0,3.9,54.2,3.1,102992.0,45.8,62.3,60.5,64.3
1998,BOL,Bolivia,8497545543.6,5.0,15470.0,8116.0,31.9,61.0,65.0,-20022.0,91.3,197.9,266.4,30.7,10.2,56.5,61.5,66.3,63.2,61.3,59.5,4.1,1.0,1.8,8286928.0,4108227.0,49.6,4178700.0,50.4,3253531.0,0.5,39.3,2.7,5033397.0,60.7,57.4,57.2,57.5
1998,BRA,Brazil,863711007313.9,0.3,123141.0,73422.0,20.4,93.0,95.0,-22409.0,88.2,129.5,226.1,21.1,6.4,30.4,34.3,38.1,72.4,69.2,66.1,2.4,1.0,1.5,171039804.0,86240036.0,50.4,84799768.0,49.6,34582538.0,-2.1,20.2,2.4,136457266.0,79.8,60.6,58.4,62.9
1998,CAN,Canada,634000000000.0,3.9,1856.0,1300.0,3.8,90.0,96.0,126335.0,20.2,62.7,105.6,11.4,7.2,4.9,5.4,5.9,81.4,78.6,76.0,1.6,1.1,0.8,30155173.0,15229531.0,50.5,14925642.0,49.5,6415815.0,-1.0,21.3,1.3,23739358.0,78.7,68.5,67.2,69.7
1998,CHL,Chile,81995304456.1,4.2,2637.0,1603.0,6.2,90.0,98.0,4240.0,67.3,75.1,151.6,17.2,5.3,9.2,10.1,11.0,78.7,75.7,72.6,2.1,1.0,1.3,14996742.0,7543261.0,50.3,7453481.0,49.7,2177977.0,-0.8,14.5,1.6,12818765.0,85.5,66.2,64.8,67.4
1998,COL,Colombia,98443739941.2,0.6,19816.0,12679.0,14.4,73.0,78.0,-25134.0,92.2,105.0,240.6,23.2,5.4,19.7,22.6,25.2,75.1,70.7,66.7,2.7,1.0,1.7,37944414.0,19086068.0,50.3,18858347.0,49.7,10207806.0,0.1,26.9,2.3,27736608.0,73.1,64.3,62.0,66.6
1998,CRI,Costa Rica,13684255946.6,7.2,973.0,626.0,7.9,85.0,83.0,17671.0,84.6,68.9,119.1,20.7,4.1,10.8,12.3,13.6,79.3,76.9,74.7,2.5,1.1,2.2,3821421.0,1897353.0,49.7,1924069.0,50.3,1633122.0,0.1,42.7,3.7,2188299.0,57.3,67.4,66.4,68.5
1998,CUB,Cuba,25736331200.0,0.2,1130.0,671.0,4.5,99.0,99.0,-32396.0,51.0,103.1,155.9,13.4,7.2,6.5,7.6,8.6,78.0,75.6,73.3,1.6,1.1,0.3,11033758.0,5483197.0,49.7,5550561.0,50.3,2774438.0,-0.6,25.1,0.6,8259320.0,74.9,66.7,65.9,67.6
1998,ECU,Ecuador,27981896948.5,3.3,8864.0,5185.0,16.1,85.0,89.0,-47999.0,91.7,118.7,200.6,26.4,5.2,23.8,27.6,31.2,75.2,72.0,69.0,3.2,1.0,1.8,12199693.0,6088961.0,49.9,6110733.0,50.1,4966373.0,0.5,40.7,2.6,7233320.0,59.3,64.6,63.4,65.9
1998,FJI,Fiji,1653160861.7,1.3,398.0,206.0,10.2,87.0,77.0,-5711.0,43.4,191.4,286.9,24.8,6.0,18.3,19.6,20.8,69.1,66.7,64.5,3.1,1.1,1.2,813947.0,400423.0,49.2,413525.0,50.8,430391.0,0.4,52.9,2.0,383556.0,47.1,,,
1998,FSM,Micronesia,218873100.0,2.9,119.0,77.0,21.1,80.0,82.0,-2815.0,64.2,110.3,198.3,32.3,5.3,28.0,32.9,37.6,72.7,69.5,66.5,4.5,1.1,0.2,111406.0,55072.0,49.4,56334.0,50.6,85433.0,1.0,76.7,-2.2,25973.0,23.3,,,
1998,GTM,Guatemala,19395491993.0,5.0,17415.0,9026.0,22.5,78.0,79.0,-44059.0,112.6,165.2,298.0,35.8,6.7,39.2,44.0,48.7,69.7,66.1,62.7,4.8,1.0,2.4,11046215.0,5552808.0,50.3,5493408.0,49.7,6113086.0,1.8,55.3,3.1,4933129.0,44.7,56.9,54.6,59.2
1998,GUY,Guyana,717530683.2,-1.7,799.0,580.0,28.2,90.0,93.0,-13251.0,107.9,221.2,345.1,26.9,7.6,33.4,38.9,44.0,67.6,63.9,60.7,3.0,1.0,0.2,756697.0,380072.0,50.2,376625.0,49.8,538231.0,0.3,71.1,-0.1,218466.0,28.9,55.2,53.3,57.4
1998,HND,Honduras,6366340265.9,3.6,9113.0,4184.0,18.9,97.0,98.0,-12638.0,128.3,229.0,239.8,35.0,7.8,38.1,41.8,45.4,63.6,62.7,61.8,4.4,1.1,2.6,6308537.0,3121099.0,49.5,3187439.0,50.5,3504582.0,1.7,55.6,3.8,2803955.0,44.4,55.6,54.4,56.8
1998,HTI,Haiti,3723909226.9,2.2,20556.0,8134.0,30.9,41.0,53.0,-27495.0,76.3,280.0,334.0,32.6,11.0,72.1,79.3,86.1,58.7,57.1,55.6,4.6,1.0,1.8,8060896.0,4061127.0,50.4,3999769.0,49.6,5288834.0,0.9,65.6,3.6,2772062.0,34.4,49.4,49.8,49.1
1998,KIR,Kiribati,65334841.1,6.6,148.0,81.0,29.2,88.0,77.0,-646.0,45.9,199.5,249.5,32.2,7.4,48.4,53.8,58.8,65.5,63.9,62.1,4.3,1.1,1.8,85805.0,43538.0,50.7,42267.0,49.3,51365.0,-0.5,59.9,5.3,34440.0,40.1,,,
1998,MEX,Mexico,526502129378.3,5.2,60978.0,38222.0,16.2,96.0,96.0,-302976.0,74.5,113.6,203.6,24.9,5.1,23.1,25.8,28.4,76.1,72.8,69.7,2.8,1.0,1.7,94767284.0,48346692.0,51.0,46420593.0,49.0,24463227.0,0.7,25.8,2.0,70304057.0,74.2,63.7,62.6,64.7
1998,MHL,Marshall Islands,112279400.0,-0.8,64.0,35.0,18.4,86.0,93.0,-767.0,108.0,242.8,320.3,35.7,6.4,29.7,33.6,37.3,65.7,63.4,61.4,4.8,1.1,1.5,53164.0,25892.0,48.7,27273.0,51.3,17166.0,0.5,32.3,2.0,35998.0,67.7,,,
1998,NIC,Nicaragua,4635267224.8,3.7,5440.0,2621.0,18.1,73.0,91.0,-38264.0,117.6,180.7,263.0,29.0,6.3,33.5,37.5,41.3,67.7,65.2,62.7,3.3,1.0,1.6,4974552.0,2518131.0,50.6,2456421.0,49.4,2244219.0,1.3,45.1,1.9,2730333.0,54.9,61.4,59.8,63.1
1998,NRU,Nauru,,,11.0,8.0,26.6,72.0,90.0,-213.0,69.4,301.9,469.1,28.9,8.0,32.8,36.6,40.3,63.4,59.2,56.4,3.7,1.1,0.1,10377.0,5029.0,48.5,5348.0,51.5,0.0,,0.0,0.1,10377.0,100.0,,,
1998,NZL,New Zealand,56227169851.0,0.8,362.0,194.0,3.5,81.0,81.0,-1765.0,29.7,71.4,112.1,14.5,6.9,5.8,6.5,7.1,80.8,78.1,75.5,1.9,1.1,0.9,3815000.0,1937476.0,50.8,1877523.0,49.2,539403.0,0.3,14.1,1.0,3275597.0,85.9,,,
1998,PAN,Panama,11575486400.0,7.3,1568.0,1061.0,15.2,98.0,96.0,2084.0,93.8,97.2,174.6,24.1,4.9,20.2,22.7,25.0,76.4,73.3,70.3,2.8,1.1,2.0,2885177.0,1435050.0,49.7,1450127.0,50.3,1135836.0,-0.1,39.4,3.4,1749341.0,60.6,66.9,65.8,68.2
1998,PER,Peru,55501467877.4,-0.4,21893.0,11893.0,18.6,94.0,93.0,-35941.0,75.7,141.8,209.4,24.8,6.1,31.2,34.3,37.1,71.7,69.1,66.6,3.0,1.0,1.8,25818226.0,12946269.0,50.1,12871958.0,49.9,7173336.0,0.3,27.8,2.4,18644890.0,72.2,64.2,63.8,64.6
