Time,Country Code,Country Name,GDP (current US$),GDP growth (annual %),Number of infant deaths,Number of neonatal deaths,"Mortality rate, neonatal (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Net migration,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)","Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)","Life expectancy at birth, female (years)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)","Fertility rate, total (births per woman)",Sex ratio at birth (male births per female births),Population growth (annual %),"Population, total","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)",Rural population,Rural population growth (annual %),Rural population (% of total population),Urban population growth (annual %),Urban population,Urban population (% of total population),"Healthy life expectancy, total (years)","Healthy life expectancy, male (years)","Healthy life expectancy, female (years)"
2004,SUR,Suriname,1484092538.4,8.5,281.0,200.0,17.2,85.0,86.0,-1684.0,78.8,193.5,306.7,22.7,8.5,21.2,24.3,27.3,69.8,66.4,63.4,2.8,1.0,1.3,510572.0,252750.0,49.5,257822.0,50.5,169832.0,1.1,33.3,1.4,340740.0,66.7,61.1,59.3,63.0
2004,TON,Tonga,230657965.5,-2.4,40.0,20.0,6.4,99.0,99.0,-1793.0,22.4,156.5,257.9,29.3,6.6,11.3,13.0,14.6,73.1,69.7,66.6,4.2,1.1,0.6,105036.0,51713.0,49.2,53323.0,50.8,80744.0,0.6,76.9,0.7,24292.0,23.1,,,
2004,TUV,Tuvalu,22797470.2,-2.3,7.0,5.0,23.0,98.0,97.0,-12.0,33.6,235.0,334.7,23.3,10.0,27.6,31.5,35.2,66.3,63.7,61.1,3.6,1.1,1.3,9791.0,4878.0,49.8,4914.0,50.2,5025.0,-0.7,51.3,3.4,4766.0,48.7,,,
2004,URY,Uruguay,13686329890.1,5.0,662.0,388.0,7.8,94.0,95.0,-15661.0,65.0,84.2,162.2,15.1,9.1,11.6,13.2,14.7,80.3,76.0,71.7,2.1,1.0,0.1,3313801.0,1715206.0,51.8,1598595.0,48.2,229381.0,-3.4,6.9,0.4,3084420.0,93.1,65.9,63.8,68.0
2004,USA,United States,12217193198000.0,3.9,28019.0,18836.0,4.6,96.0,93.0,1200409.0,39.7,81.5,140.6,14.0,8.2,6.1,6.8,7.5,80.1,77.5,75.0,2.1,1.0,0.9,292805298.0,148594732.0,50.7,144210567.0,49.3,59272576.0,0.1,20.2,1.1,233532722.0,79.8,65.4,64.3,66.4
2004,VEN,Venezuela,112453382329.6,18.3,9659.0,6103.0,10.3,86.0,80.0,-10798.0,90.4,99.0,207.6,22.6,5.2,14.4,16.4,18.3,76.3,72.5,69.0,2.7,1.1,1.7,26226927.0,13103406.0,50.0,13123521.0,50.0,3166115.0,1.5,12.1,1.7,23060812.0,87.9,65.1,62.5,68.0
2004,VUT,Vanuatu,364996869.1,4.0,159.0,82.0,12.0,69.0,55.0,-425.0,71.9,144.2,211.2,32.1,5.7,21.9,23.7,25.3,71.9,69.3,67.3,4.2,1.1,2.5,212422.0,104599.0,49.2,107823.0,50.8,163971.0,2.1,77.2,3.7,48451.0,22.8,,,
2004,WSM,Samoa,407749562.6,3.1,93.0,44.0,7.8,63.0,25.0,-4022.0,39.6,114.1,192.1,29.3,5.1,14.9,16.6,18.2,74.7,71.7,69.0,4.4,1.1,0.3,188073.0,90732.0,48.2,97341.0,51.8,147718.0,0.6,78.5,-0.8,40355.0,21.5,,,
2005,ARG,Argentina,198737095012.3,8.9,10552.0,6574.0,9.2,98.0,98.0,-21961.0,64.9,92.4,163.8,18.4,7.4,13.2,14.8,16.4,78.5,75.1,71.7,2.4,1.1,1.0,39070501.0,19791355.0,50.7,19279145.0,49.3,3894938.0,-0.7,10.0,1.2,35175563.0,90.0,65.8,63.8,67.8
2005,AUS,Australia,695328522026.8,3.2,1228.0,858.0,3.3,92.0,94.0,132109.0,16.0,47.6,85.4,12.8,6.4,4.3,4.8,5.2,83.3,80.8,78.5,1.8,1.1,1.2,20176844.0,10158934.0,50.3,10017910.0,49.7,3110866.0,0.4,15.4,1.4,17065978.0,84.6,,,
2005,BLZ,Belize,1461500000.0,2.2,132.0,74.0,9.9,96.0,95.0,2397.0,90.6,163.6,249.9,26.7,5.5,16.1,17.9,19.6,71.8,69.4,67.2,3.1,1.1,3.0,280375.0,139428.0,49.7,140947.0,50.3,153329.0,3.0,54.7,2.9,127046.0,45.3,63.5,62.1,65.1
2005,BOL,Bolivia,9549077918.7,4.4,11002.0,6769.0,26.3,85.0,89.0,-14657.0,81.1,173.6,253.5,27.4,8.6,39.1,43.2,47.1,66.7,64.4,62.3,3.6,1.0,1.7,9377388.0,4645403.0,49.5,4731985.0,50.5,3359918.0,0.5,35.8,2.5,6017470.0,64.2,60.4,60.4,60.4
2005,BRA,Brazil,891630177210.0,3.2,71292.0,46130.0,14.2,99.0,98.0,-42926.0,77.9,105.3,212.9,17.3,6.1,19.4,22.0,24.5,75.4,71.8,68.3,2.0,1.0,1.1,186797334.0,94515633.0,50.6,92281701.0,49.4,32065630.0,-0.7,17.2,1.5,154731704.0,82.8,62.4,60.3,64.5
2005,CAN,Canada,1173108598778.7,3.2,1742.0,1312.0,3.9,93.0,94.0,204710.0,13.5,57.1,94.3,10.7,7.1,4.8,5.2,5.6,82.5,80.1,77.8,1.6,1.1,0.9,32243753.0,16263117.0,50.4,15980635.0,49.6,6409413.0,0.6,19.9,1.0,25834340.0,80.1,69.6,68.6,70.6
2005,CHL,Chile,122314960843.9,5.8,1775.0,1247.0,5.4,91.0,90.0,14336.0,50.2,62.1,124.6,14.2,5.3,7.0,7.7,8.5,81.1,78.0,74.9,1.8,1.0,1.0,16175311.0,8146398.0,50.4,8028913.0,49.6,2137891.0,0.5,13.2,1.0,14037420.0,86.8,67.4,66.1,68.6
2005,COL,Colombia,145619193046.1,4.8,14997.0,9527.0,11.7,93.0,94.0,-41348.0,85.8,88.2,196.0,19.3,5.1,16.2,18.3,20.4,76.8,73.1,69.5,2.3,1.0,1.4,42220940.0,21300552.0,50.5,20920388.0,49.5,10122893.0,-0.3,24.0,1.9,32098047.0,76.0,66.4,64.5,68.3
2005,CRI,Costa Rica,20040642477.0,4.0,722.0,517.0,7.1,91.0,89.0,7022.0,66.4,60.1,111.7,17.0,4.1,8.9,9.9,10.8,80.9,78.5,76.2,2.0,1.0,1.5,4315887.0,2145820.0,49.7,2170068.0,50.3,1481558.0,-2.2,34.3,3.4,2834329.0,65.7,69.0,68.0,70.0
2005,CUB,Cuba,42643836100.0,11.2,709.0,403.0,3.4,89.0,98.0,-11973.0,42.5,85.7,133.1,10.4,7.8,5.2,5.9,6.5,79.5,77.0,74.8,1.5,1.1,0.2,11246114.0,5620997.0,50.0,5625118.0,50.0,2683998.0,-0.2,23.9,0.3,8562116.0,76.1,67.9,67.1,68.7
2005,ECU,Ecuador,41507085000.0,5.3,6356.0,3559.0,11.1,92.0,93.0,-16816.0,86.9,102.6,179.0,23.2,4.8,17.2,20.0,22.5,77.5,74.5,71.6,2.8,1.0,1.7,13770012.0,6876511.0,49.9,6893501.0,50.1,5272400.0,1.2,38.3,2.0,8497612.0,61.7,64.4,62.9,66.0
2005,FJI,Fiji,2980484920.2,0.7,412.0,244.0,11.7,96.0,90.0,-6729.0,42.5,200.1,282.0,23.8,6.9,18.5,19.8,21.0,68.7,66.6,64.8,2.9,1.1,0.9,874923.0,429005.0,49.0,445918.0,51.0,438590.0,0.2,50.1,1.7,436333.0,49.9,,,
2005,FSM,Micronesia,250281900.0,2.0,90.0,58.0,19.0,94.0,96.0,-3055.0,48.8,99.1,176.3,27.0,4.7,25.0,29.5,33.7,73.9,70.9,68.1,3.6,1.1,-0.4,110940.0,54944.0,49.5,55995.0,50.5,86167.0,-0.4,77.7,-0.4,24773.0,22.3,,,
2005,GTM,Guatemala,26783543667.1,3.3,13740.0,7462.0,18.6,87.0,93.0,-49600.0,93.4,154.3,279.8,30.4,5.7,30.6,34.4,37.9,72.7,69.2,65.7,4.0,1.0,2.1,12948292.0,6521662.0,50.4,6426631.0,49.6,6873860.0,1.5,53.1,2.7,6074432.0,46.9,59.4,57.0,61.8
2005,GUY,Guyana,824880550.3,-2.0,591.0,436.0,24.7,93.0,92.0,-13000.0,91.1,212.6,335.5,23.0,7.4,29.1,33.4,37.6,68.7,65.1,61.9,2.8,1.0,-0.1,759709.0,380652.0,50.1,379057.0,49.9,548343.0,0.2,72.2,-1.0,211366.0,27.8,56.0,54.2,58.0
2005,HND,Honduras,9757034456.8,6.1,5547.0,3483.0,15.7,98.0,96.0,-6187.0,104.2,138.9,186.6,29.3,4.6,22.1,25.1,27.8,72.1,70.1,68.2,3.5,1.1,2.4,7564613.0,3739573.0,49.4,3825041.0,50.6,3889346.0,1.2,51.4,3.8,3675267.0,48.6,62.0,62.1,61.9
2005,HTI,Haiti,7184064657.3,3.1,17094.0,7763.0,29.3,60.0,58.0,-26304.0,66.9,232.1,305.5,29.0,9.2,58.7,65.3,71.6,62.6,60.4,58.3,3.8,1.0,1.7,9111900.0,4585537.0,50.3,4526364.0,49.7,5226768.0,0.0,57.4,3.9,3885132.0,42.6,51.6,52.5,51.0
2005,KIR,Kiribati,112133944.3,5.0,137.0,73.0,25.8,79.0,85.0,-226.0,41.1,188.1,237.5,28.8,6.9,44.3,49.3,54.1,66.6,65.0,63.2,3.8,1.1,2.0,98164.0,50037.0,51.0,48127.0,49.0,55413.0,2.0,56.4,2.0,42751.0,43.6,,,
2005,MEX,Mexico,877476221382.1,2.3,44978.0,22735.0,9.8,98.0,96.0,-318048.0,72.5,104.1,179.2,21.9,5.1,17.4,19.5,21.5,77.0,74.4,71.8,2.5,1.0,1.4,105442402.0,53823103.0,51.0,51619299.0,49.0,24981414.0,0.1,23.7,1.8,80460988.0,76.3,65.1,64.2,66.0
2005,MHL,Marshall Islands,137666300.0,1.8,63.0,35.0,18.6,77.0,86.0,-1637.0,93.6,243.4,312.0,34.2,6.5,29.2,33.2,37.0,65.8,63.6,61.8,4.1,1.1,-0.2,54337.0,26494.0,48.8,27843.0,51.2,15683.0,-1.9,28.9,0.5,38654.0,71.1,,,
2005,NIC,Nicaragua,6321335612.2,4.3,3473.0,2019.0,14.6,86.0,96.0,-33283.0,104.7,151.4,250.6,25.2,5.6,22.2,25.3,28.1,70.9,67.9,65.0,2.8,1.0,1.3,5454678.0,2767177.0,50.7,2687501.0,49.3,2403604.0,0.9,44.1,1.5,3051074.0,55.9,64.2,62.6,65.9
2005,NRU,Nauru,,-3.0,9.0,7.0,24.6,80.0,80.0,-234.0,78.5,313.6,490.0,28.9,8.6,27.9,31.3,34.5,62.3,58.2,55.1,3.5,1.1,-0.2,10318.0,5020.0,48.7,5298.0,51.3,0.0,,0.0,-0.2,10318.0,100.0,,,
2005,NZL,New Zealand,114720129550.1,3.3,314.0,179.0,3.1,89.0,82.0,19148.0,27.3,59.6,94.4,14.0,6.5,4.9,5.5,6.0,81.9,79.9,77.9,2.0,1.0,1.1,4133900.0,2108780.0,51.0,2025120.0,49.0,564649.0,0.7,13.7,1.2,3569251.0,86.3,,,
2005,PAN,Panama,16374393900.0,7.2,1432.0,951.0,12.9,92.0,99.0,3843.0,90.6,81.2,147.8,22.3,4.5,17.3,19.5,21.5,78.8,75.8,73.0,2.7,1.1,1.9,3305868.0,1646282.0,49.8,1659586.0,50.2,1200625.0,1.1,36.3,2.4,2105243.0,63.7,68.0,66.9,69.3
2005,PER,Peru,76060606060.6,6.3,12838.0,7698.0,12.2,77.0,77.0,-221582.0,68.5,113.7,159.7,22.3,6.0,18.5,20.5,22.5,75.0,73.0,71.1,2.7,1.0,0.9,28147267.0,14089681.0,50.1,14057586.0,49.9,7027247.0,-0.6,25.0,1.4,21120020.0,75.0,67.4,67.1,67.8
2005,PLW,Palau,190452900.0,4.0,7.0,4.0,13.9,98.0,98.0,-277.0,30.0,,,14.0,6.7,20.9,23.6,26.1,72.1,69.1,66.3,2.0,1.1,-0.4,19831.0,9165.0,46.2,10666.0,53.8,5721.0,-3.0,28.8,0.7,14110.0,71.2,,,
2005,PNG,Papua New Guinea,4865892972.3,6.3,10263.0,5875.0,27.9,72.0,82.0,46016.0,73.7,236.7,308.6,32.5,7.6,46.1,49.6,52.9,63.9,61.8,60.1,4.2,1.1,3.2,6498818.0,3111127.0,47.9,3387691.0,52.1,5646888.0,3.2,86.9,3.1,851930.0,13.1,,,
2005,PRY,Paraguay,10737500188.1,2.1,3296.0,2115.0,16.0,96.0,91.0,-42163.0,75.1,138.8,219.7,24.0,5.6,22.5,25.0,27.3,73.7,70.5,67.6,3.0,1.1,1.1,5476878.0,2714511.0,49.6,2762367.0,50.4,2320389.0,0.3,42.4,1.7,3156489.0,57.6,65.6,64.6,66.7
2005,SLB,Solomon Islands,552862587.8,7.4,396.0,199.0,12.1,89.0,87.0,-2800.0,65.9,164.8,229.9,33.9,5.8,22.4,24.4,26.4,70.1,67.9,66.1,4.5,1.1,2.2,482486.0,234329.0,48.6,248157.0,51.4,396449.0,1.7,82.2,4.6,86037.0,17.8,,,
2005,SLV,El Salvador,14698000000.0,2.7,2776.0,1494.0,11.5,89.0,99.0,-91042.0,80.3,123.4,305.4,21.3,6.6,19.1,21.1,23.1,75.1,70.4,65.6,2.5,1.1,0.0,6037817.0,3144476.0,52.1,2893341.0,47.9,2315624.0,-1.4,38.4,0.9,3722193.0,61.6,63.7,60.2,67.2
2005,SUR,Suriname,1793388732.3,4.5,272.0,196.0,17.1,83.0,91.0,-1542.0,76.1,186.8,298.0,22.3,8.2,20.6,23.6,26.5,70.4,67.0,64.0,2.7,1.0,1.1,516220.0,255810.0,49.6,260410.0,50.4,171994.0,1.3,33.3,1.0,344226.0,66.7,61.5,59.6,63.5
2005,TON,Tonga,261797606.1,0.1,39.0,19.0,6.2,99.0,99.0,-1812.0,23.0,157.8,254.4,29.1,6.6,11.1,12.7,14.3,73.1,69.8,66.8,4.2,1.1,0.6,105633.0,52015.0,49.2,53618.0,50.8,81174.0,0.5,76.8,0.7,24459.0,23.2,,,
2005,TUV,Tuvalu,22909507.4,-4.7,7.0,5.0,22.3,93.0,62.0,-10.0,33.7,229.2,338.0,23.0,9.9,26.9,30.8,34.5,66.7,63.8,61.0,3.6,1.1,1.2,9912.0,4922.0,49.7,4991.0,50.4,4986.0,-0.8,50.3,3.3,4926.0,49.7,,,
2005,URY,Uruguay,17362857683.9,7.5,627.0,367.0,7.3,96.0,95.0,-16092.0,68.2,83.3,159.5,15.1,9.2,11.1,12.5,13.9,80.4,76.2,71.9,2.1,1.0,0.1,3317665.0,1718045.0,51.8,1599620.0,48.2,221653.0,-3.4,6.7,0.4,3096012.0,93.3,66.2,64.1,68.2
2005,USA,United States,13039199193000.0,3.5,27941.0,18625.0,4.5,96.0,92.0,1129462.0,39.0,81.5,142.0,14.0,8.3,6.0,6.7,7.4,80.1,77.5,75.0,2.1,1.0,0.9,295516599.0,149946323.0,50.7,145570277.0,49.3,59316092.0,0.1,20.1,1.1,236200507.0,79.9,65.4,64.3,66.5
2005,VEN,Venezuela,145510008134.8,10.3,9393.0,6239.0,10.5,87.0,76.0,-18400.0,94.3,96.9,208.0,22.3,5.2,13.9,15.9,17.7,76.7,72.8,69.1,2.6,1.1,1.7,26668785.0,13329254.0,50.0,13339531.0,50.0,3212522.0,1.5,12.0,1.7,23456263.0,88.0,65.4,62.9,68.3
2005,VUT,Vanuatu,394962552.3,5.3,162.0,84.0,12.1,68.0,53.0,-448.0,70.9,143.3,209.4,31.9,5.8,21.9,23.7,25.3,71.9,69.4,67.3,4.2,1.1,2.4,217632.0,107257.0,49.3,110376.0,50.7,167361.0,2.0,76.9,3.7,50271.0,23.1,,,
2005,WSM,Samoa,476801793.2,6.6,92.0,43.0,7.7,59.0,57.0,-4040.0,38.0,113.6,189.0,29.1,5.2,14.8,16.5,18.1,74.7,71.8,69.1,4.4,1.1,0.3,188626.0,91135.0,48.3,97490.0,51.7,148603.0,0.6,78.8,-0.8,40023.0,21.2,,,
2006,ARG,Argentina,232557260817.3,8.0,10312.0,6271.0,8.7,91.0,97.0,-19958.0,64.1,90.9,159.5,18.2,7.4,12.8,14.4,15.9,78.7,75.4,72.1,2.4,1.1,1.0,39476851.0,19992747.0,50.6,19484104.0,49.4,3868731.0,-0.7,9.8,1.2,35608120.0,90.2,65.9,63.9,67.9
2006,AUS,Australia,747906558850.0,2.7,1238.0,863.0,3.2,92.0,94.0,192139.0,15.8,48.2,82.9,12.9,6.4,4.2,4.7,5.1,83.5,81.0,78.7,1.9,1.1,1.3,20450966.0,10292899.0,50.3,10158068.0,49.7,3128998.0,0.6,15.3,1.5,17321968.0,84.7,,,
2006,BLZ,Belize,1581000000.0,4.6,129.0,70.0,9.6,98.0,99.0,2598.0,83.6,151.5,243.5,25.5,5.2,15.8,17.6,19.2,72.8,70.1,67.7,3.0,1.1,2.9,288729.0,143749.0,49.8,144981.0,50.2,157946.0,3.0,54.7,2.9,130783.0,45.3,63.7,62.5,65.1
2006,BOL,Bolivia,11451869202.2,4.8,10564.0,6703.0,25.6,83.0,88.0,-14110.0,80.3,169.8,250.5,27.4,8.3,37.1,41.0,44.7,67.1,64.8,62.6,3.5,1.0,1.7,9542663.0,4728586.0,49.6,4814077.0,50.4,3375431.0,0.5,35.4,2.5,6167232.0,64.6,60.7,60.7,60.7
2006,BRA,Brazil,1107640289661.2,4.0,66137.0,42943.0,13.5,99.0,99.0,-34007.0,75.7,103.0,210.5,16.9,6.1,18.2,20.7,23.0,75.7,72.0,68.5,1.9,1.0,1.1,188820682.0,95583318.0,50.6,93237364.0,49.4,31829502.0,-0.7,16.9,1.4,156991180.0,83.1,62.6,60.6,64.7
2006,CAN,Canada,1319264809591.0,2.6,1770.0,1335.0,3.9,95.0,93.0,202483.0,13.7,55.9,91.8,11.0,7.0,4.8,5.2,5.6,82.9,80.5,78.3,1.6,1.1,1.0,32571174.0,16427039.0,50.4,16144134.0,49.6,6444858.0,0.6,19.8,1.1,26126316.0,80.2,69.8,68.8,70.8
2006,CHL,Chile,153840051814.1,6.0,1752.0,1260.0,5.5,94.0,91.0,17348.0,52.2,66.3,120.5,14.1,5.4,6.9,7.6,8.3,80.9,78.3,75.5,1.8,1.0,1.0,16334575.0,8227292.0,50.4,8107283.0,49.6,2149303.0,0.5,13.2,1.0,14185272.0,86.8,67.6,66.5,68.8
2006,COL,Colombia,161618580752.9,6.7,14322.0,9097.0,11.4,93.0,95.0,-39142.0,84.1,85.8,190.0,18.7,5.0,15.7,17.8,19.8,77.1,73.5,70.0,2.2,1.0,1.3,42772910.0,21586300.0,50.5,21186610.0,49.5,10084569.0,-0.4,23.6,1.8,32688341.0,76.4,66.6,64.7,68.5
2006,CRI,Costa Rica,22715540324.3,7.3,718.0,514.0,7.0,89.0,90.0,6651.0,66.2,59.1,114.6,16.8,4.2,8.8,9.8,10.7,81.1,78.5,76.1,2.0,1.0,1.4,4378172.0,2177342.0,49.7,2200829.0,50.3,1447643.0,-2.3,33.1,3.3,2930529.0,66.9,68.8,67.5,70.0
2006,CUB,Cuba,48835925925.9,12.1,647.0,362.0,3.3,89.0,96.0,-9462.0,40.4,83.8,131.1,9.8,7.9,5.0,5.7,6.3,79.6,77.2,75.0,1.4,1.1,0.1,11260630.0,5630486.0,50.0,5630144.0,50.0,2676990.0,-0.3,23.8,0.3,8583640.0,76.2,68.4,67.6,69.2
2006,ECU,Ecuador,46802044000.0,4.4,6138.0,3418.0,10.7,96.0,97.0,-12621.0,87.2,100.9,177.9,22.9,4.8,16.6,19.2,21.7,77.7,74.7,71.7,2.8,1.0,1.7,14009061.0,6996611.0,49.9,7012450.0,50.1,5336472.0,1.2,38.1,2.0,8672589.0,61.9,64.4,62.9,66.0
2006,FJI,Fiji,3076305452.9,1.9,421.0,245.0,11.5,98.0,92.0,-7016.0,42.3,198.1,275.5,24.1,6.9,18.6,20.0,21.3,68.8,66.9,65.1,2.9,1.1,0.9,883083.0,432765.0,49.0,450318.0,51.0,439210.0,0.1,49.7,1.7,443873.0,50.3,,,
2006,FSM,Micronesia,253541900.0,-0.1,87.0,56.0,19.0,67.0,83.0,-3133.0,46.3,98.4,169.4,26.1,4.6,25.1,29.5,33.7,73.9,71.1,68.4,3.5,1.1,-0.6,110301.0,54645.0,49.5,55656.0,50.5,85677.0,-0.6,77.7,-0.6,24624.0,22.3,,,
2006,GTM,Guatemala,29744368110.9,5.4,13167.0,7239.0,18.2,89.0,95.0,-42071.0,90.8,146.7,273.5,29.7,5.5,29.5,33.2,36.6,73.4,69.8,66.3,3.8,1.0,2.0,13213330.0,6656988.0,50.4,6556342.0,49.6,6975317.0,1.5,52.8,2.7,6238013.0,47.2,59.8,57.5,62.1
2006,GUY,Guyana,2379818383.0,5.1,569.0,421.0,24.3,93.0,90.0,-13328.0,89.6,207.1,327.6,22.6,7.3,28.5,32.8,36.9,69.2,65.7,62.5,2.8,1.0,-0.2,758367.0,380230.0,50.1,378137.0,49.9,549194.0,0.2,72.4,-1.0,209173.0,27.6,56.5,54.6,58.6
2006,HND,Honduras,10917481688.5,6.6,5309.0,3402.0,15.4,95.0,95.0,-5451.0,101.1,138.7,186.7,28.5,4.5,21.3,24.1,26.8,72.3,70.3,68.3,3.4,1.1,2.4,7745200.0,3828462.0,49.4,3916738.0,50.6,3931076.0,1.1,50.8,3.7,3814124.0,49.2,62.1,62.3,62.0
2006,HTI,Haiti,7518107786.5,1.8,16761.0,7771.0,29.3,62.0,59.0,-26641.0,67.3,226.4,303.4,28.6,9.1,57.4,63.9,70.1,63.1,60.8,58.5,3.7,1.0,1.7,9266288.0,4663269.0,50.3,4603020.0,49.7,5225816.0,-0.0,56.4,3.9,4040472.0,43.6,52.0,52.8,51.4
2006,KIR,Kiribati,110234939.8,-0.0,142.0,75.0,25.7,86.0,61.0,-335.0,41.9,188.8,238.2,29.3,7.0,44.6,49.5,54.3,66.5,64.9,63.1,3.8,1.1,1.9,100083.0,51046.0,51.0,49037.0,49.0,56016.0,1.1,56.0,3.0,44067.0,44.0,,,
2006,MEX,Mexico,975387131716.1,4.5,43145.0,21603.0,9.4,98.0,96.0,-312270.0,71.2,103.9,181.6,21.5,5.2,16.8,18.8,20.7,77.0,74.3,71.7,2.5,1.0,1.4,106886790.0,54557092.0,51.0,52329698.0,49.0,24994407.0,0.1,23.4,1.8,81892383.0,76.6,65.4,64.4,66.3
2006,MHL,Marshall Islands,142745200.0,0.2,61.0,34.0,18.4,74.0,96.0,-1647.0,92.3,249.5,311.7,33.9,6.6,28.9,32.9,36.8,65.5,63.5,61.8,4.1,1.1,-0.2,54208.0,26439.0,48.8,27769.0,51.2,15376.0,-2.0,28.4,0.5,38832.0,71.6,,,
2006,NIC,Nicaragua,6763361732.9,4.2,3329.0,1994.0,14.4,88.0,99.0,-32274.0,102.9,143.7,244.0,24.9,5.4,21.3,24.2,27.0,71.8,68.7,65.7,2.7,1.0,1.4,5529811.0,2805314.0,50.7,2724497.0,49.3,2425817.0,0.9,43.9,1.7,3103994.0,56.1,64.8,63.3,66.5
2006,NRU,Nauru,,9.4,9.0,8.0,24.5,72.0,99.0,-247.0,77.8,310.1,486.0,29.7,8.6,27.8,31.2,34.4,62.5,58.4,55.2,3.5,1.1,-0.2,10294.0,5022.0,48.8,5272.0,51.2,0.0,,0.0,-0.2,10294.0,100.0,,,
2006,NZL,New Zealand,111538810712.7,2.9,314.0,176.0,3.0,89.0,82.0,14521.0,28.2,59.4,90.2,14.1,6.8,4.9,5.4,5.9,82.2,80.0,78.0,2.0,1.1,1.2,4184600.0,2136095.0,51.0,2048505.0,49.0,569106.0,0.8,13.6,1.3,3615494.0,86.4,,,
2006,PAN,Panama,18141666300.0,8.7,1401.0,928.0,12.6,88.0,95.0,4087.0,88.6,80.6,149.1,22.0,4.5,16.9,19.0,21.0,79.0,76.0,73.1,2.6,1.1,1.9,3368573.0,1677823.0,49.8,1690750.0,50.2,1213495.0,1.1,36.0,2.3,2155078.0,64.0,68.0,66.7,69.4
2006,PER,Peru,88643193061.7,7.5,12173.0,7366.0,11.6,94.0,93.0,-231739.0,68.8,112.5,159.0,22.3,6.2,17.3,19.3,21.2,75.2,73.2,71.2,2.7,1.0,0.8,28381078.0,14200318.0,50.0,14180761.0,50.0,6975785.0,-0.7,24.6,1.3,21405293.0,75.4,67.9,67.4,68.4
2006,PLW,Palau,192382400.0,-0.4,6.0,4.0,13.6,98.0,98.0,-338.0,30.6,,,12.0,7.2,20.6,23.2,25.7,,,,,1.1,-1.1,19619.0,9095.0,46.4,10523.0,53.6,5511.0,-3.7,28.1,-0.0,14108.0,71.9,,,
2006,PNG,Papua New Guinea,8355006706.6,5.4,10279.0,5925.0,27.7,70.0,82.0,47192.0,73.0,240.4,304.5,32.1,7.5,45.2,48.8,52.1,63.9,61.9,60.4,4.1,1.1,3.2,6708217.0,3212224.0,47.9,3495994.0,52.1,5830044.0,3.2,86.9,3.0,878173.0,13.1,,,
2006,PRY,Paraguay,13429430050.3,4.8,3205.0,2060.0,15.6,98.0,91.0,-44565.0,75.2,136.9,217.1,23.7,5.6,21.9,24.4,26.7,73.9,70.8,67.9,3.0,1.1,1.0,5534675.0,2744307.0,49.6,2790367.0,50.4,2326777.0,0.3,42.0,1.6,3207898.0,58.0,65.6,64.7,66.7
2006,SLB,Solomon Islands,617254747.4,4.1,399.0,200.0,11.9,99.0,99.0,-2848.0,65.4,163.8,226.5,34.0,5.8,22.1,24.1,26.0,70.2,68.1,66.3,4.5,1.1,2.2,493430.0,239841.0,48.6,253589.0,51.4,403335.0,1.7,81.7,4.6,90095.0,18.3,,,
2006,SLV,El Salvador,15999890000.0,4.3,2555.0,1388.0,11.0,96.0,98.0,-89964.0,77.5,121.8,302.0,20.7,6.7,18.1,20.1,22.0,75.4,70.8,66.0,2.4,1.1,-0.1,6034436.0,3146720.0,52.1,2887716.0,47.9,2281801.0,-1.5,37.8,0.8,3752635.0,62.2,63.8,60.1,67.5
2006,SUR,Suriname,2626380435.2,5.8,263.0,192.0,16.8,84.0,83.0,-1410.0,72.2,180.4,289.9,21.9,8.0,20.0,23.0,25.8,71.0,67.6,64.5,2.7,1.0,1.1,522023.0,258937.0,49.6,263086.0,50.4,174277.0,1.3,33.4,1.0,347746.0,66.6,61.9,60.2,63.7
2006,TON,Tonga,292232117.1,-0.1,38.0,19.0,6.0,99.0,99.0,-1813.0,22.3,157.6,251.4,28.7,6.6,10.8,12.4,13.9,73.1,69.9,67.0,4.1,1.1,0.5,106190.0,52297.0,49.2,53893.0,50.8,81571.0,0.5,76.8,0.7,24619.0,23.2,,,
2006,TUV,Tuvalu,24096385.5,2.4,7.0,5.0,21.3,97.0,84.0,-14.0,34.7,225.1,342.0,23.4,9.9,26.2,30.0,33.6,67.0,63.9,61.0,3.7,1.1,1.2,10030.0,4965.0,49.5,5066.0,50.5,4943.0,-0.9,49.3,3.2,5087.0,50.7,,,
2006,URY,Uruguay,19579457966.1,4.1,585.0,332.0,6.7,95.0,94.0,-13159.0,67.7,82.5,157.8,14.8,9.2,10.4,11.8,13.1,80.5,76.4,72.1,2.1,1.0,0.1,3322282.0,1720550.0,51.8,1601733.0,48.2,214188.0,-3.4,6.4,0.4,3108094.0,93.6,66.4,64.4,68.5
